notice_id,scenario_id,event_id,source_type,wording_variant,benchmark_split,uncertainty_case,report_timestep,text,canonical
OPS-105-recovery-clean,v3_charger5_thermal,OPS-105,ocpp,clean,development,recovery,14,Operations notice OPS-105. The affected buses and chargers for thermal protection on EVSE-05 are confirmed back to normal. Confidence 0.96. Field information and initial telemetry conflict where stated. Recovery confirmed: restore nominal assumptions and replan now.,"{""event_id"":""OPS-105"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":200.0,""upper_bound"":200.0,""selected_value"":200.0,""unit"":""kw"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-stable-clean,v3_charger5_thermal,OPS-105,ocpp,clean,development,stable,15,Operations notice OPS-105. Post-recovery monitoring is normal; a message about a break-room charger is unrelated to fleet operations. Confidence 1.00. Field information and initial telemetry conflict where stated. No new operational restriction; no replan is needed.,"{""event_id"":""OPS-105"",""source_type"":""ocpp"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-warning-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,warning,9,Maintenance re OPS-105: A conditional warning was raised for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW. dashboard is a bit flaky; conf 0.45. Request confirmation and do not replan yet.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""warning"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":null,""unit"":""kw"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-onset-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,onset,10,Maintenance re OPS-105: The event is now confirmed for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW. dashboard is a bit flaky; conf 0.72. Confirmed material: apply the conservative bound provisionally and replan now.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-persistence-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,persistence,11,Maintenance re OPS-105: The same event remains active. Field reports persist but delayed telemetry still disagrees. EVSE-05 available power 60-90 kW. dashboard is a bit flaky; conf 0.60. No selected value changed; keep the current plan and wait.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-severity_change-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,severity_change,12,Maintenance re OPS-105: A verified correction supersedes the previous estimate for thermal protection on EVSE-05. EVSE-05 available power 35-55 kW. dashboard is a bit flaky; conf 0.88. Verified correction: supersede the earlier values and replan now.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":35.0,""upper_bound"":55.0,""selected_value"":35.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":35.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-recovery-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,recovery,14,Maintenance re OPS-105: The affected buses and chargers for thermal protection on EVSE-05 are confirmed back to normal. dashboard is a bit flaky; conf 0.96. Recovery confirmed: restore nominal assumptions and replan now.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":200.0,""upper_bound"":200.0,""selected_value"":200.0,""unit"":""kw"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-stable-single_message,v3_charger5_thermal,OPS-105,driver_chat,single_message,development,stable,15,Maintenance re OPS-105: Post-recovery monitoring is normal; a message about a break-room charger is unrelated to fleet operations. dashboard is a bit flaky; conf 1.00. No new operational restriction; no replan is needed.,"{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-warning-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,warning,9,"[OPS-105] Maintenance: A conditional warning was raised for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 0.45.
Dispatcher: Request confirmation and do not replan yet.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""warning"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":null,""unit"":""kw"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-onset-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,onset,10,"[OPS-105] Maintenance: The event is now confirmed for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 0.72.
Dispatcher: Confirmed material: apply the conservative bound provisionally and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-persistence-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,persistence,11,"[OPS-105] Maintenance: The same event remains active. Field reports persist but delayed telemetry still disagrees. EVSE-05 available power 60-90 kW.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 0.60.
Dispatcher: No selected value changed; keep the current plan and wait.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-severity_change-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,severity_change,12,"[OPS-105] Maintenance: A verified correction supersedes the previous estimate for thermal protection on EVSE-05. EVSE-05 available power 35-55 kW.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 0.88.
Dispatcher: Verified correction: supersede the earlier values and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":35.0,""upper_bound"":55.0,""selected_value"":35.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":35.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-recovery-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,recovery,14,"[OPS-105] Maintenance: The affected buses and chargers for thermal protection on EVSE-05 are confirmed back to normal.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 0.96.
Dispatcher: Recovery confirmed: restore nominal assumptions and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":200.0,""upper_bound"":200.0,""selected_value"":200.0,""unit"":""kw"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-stable-driver_chat,v3_charger5_thermal,OPS-105,driver_chat,driver_chat,development,stable,15,"[OPS-105] Maintenance: Post-recovery monitoring is normal; a message about a break-room charger is unrelated to fleet operations.
Telemetry desk: The dashboard is delayed and does not fully match the field estimate. Confidence 1.00.
Dispatcher: No new operational restriction; no replan is needed.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-warning-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,warning,9,"[OPS-105] Maintenance: A conditional warning was raised for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 0.45; earlier estimates may be superseded.
Dispatcher: Request confirmation and do not replan yet.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""warning"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":null,""unit"":""kw"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-onset-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,onset,10,"[OPS-105] Maintenance: The event is now confirmed for thermal protection on EVSE-05. EVSE-05 available power 60-90 kW.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 0.72; earlier estimates may be superseded.
Dispatcher: Confirmed material: apply the conservative bound provisionally and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-persistence-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,persistence,11,"[OPS-105] Maintenance: The same event remains active. Field reports persist but delayed telemetry still disagrees. EVSE-05 available power 60-90 kW.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 0.60; earlier estimates may be superseded.
Dispatcher: No selected value changed; keep the current plan and wait.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":60.0,""upper_bound"":90.0,""selected_value"":60.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":60.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-severity_change-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,severity_change,12,"[OPS-105] Maintenance: A verified correction supersedes the previous estimate for thermal protection on EVSE-05. EVSE-05 available power 35-55 kW.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 0.88; earlier estimates may be superseded.
Dispatcher: Verified correction: supersede the earlier values and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":35.0,""upper_bound"":55.0,""selected_value"":35.0,""unit"":""kw"",""selection_policy"":""conservative_lower""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":35.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-recovery-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,recovery,14,"[OPS-105] Maintenance: The affected buses and chargers for thermal protection on EVSE-05 are confirmed back to normal.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 0.96; earlier estimates may be superseded.
Dispatcher: Recovery confirmed: restore nominal assumptions and replan now.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""charger_power_kw"",""asset_id"":5,""lower_bound"":200.0,""upper_bound"":200.0,""selected_value"":200.0,""unit"":""kw"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-105-stable-uncertain_chat,v3_charger5_thermal,OPS-105,driver_chat,uncertain_chat,development,stable,15,"[OPS-105] Maintenance: Post-recovery monitoring is normal; a message about a break-room charger is unrelated to fleet operations.
Depot chat: coffee machine charger is acting up again (not a fleet asset).
Telemetry desk: My first screen disagrees with the field report; the feed may be stale.
Maintenance: Treat the operational confidence as 1.00; earlier estimates may be superseded.
Dispatcher: No new operational restriction; no replan is needed.","{""event_id"":""OPS-105"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-106-warning-clean,v3_charger7_relay,OPS-106,ocpp,clean,test,warning,9,Operations notice OPS-106. A conditional warning was raised for protection-relay indication on EVSE-07 that may be a sensor fault. EVSE-07 unavailability probability 0.75-1. Confidence 0.45. Field information and initial telemetry conflict where stated. Request confirmation and do not replan yet.,"{""event_id"":""OPS-106"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""warning"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""charger_unavailability_probability"",""asset_id"":7,""lower_bound"":0.75,""upper_bound"":1.0,""selected_value"":null,""unit"":""probability"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-106-onset-clean,v3_charger7_relay,OPS-106,ocpp,clean,test,onset,10,Operations notice OPS-106. The event is now confirmed for protection-relay indication on EVSE-07 that may be a sensor fault. EVSE-07 unavailability probability 0.75-1. Confidence 0.72. Field information and initial telemetry conflict where stated. Confirmed material: apply the conservative bound provisionally and replan now.,"{""event_id"":""OPS-106"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""charger_unavailability_probability"",""asset_id"":7,""lower_bound"":0.75,""upper_bound"":1.0,""selected_value"":1.0,""unit"":""probability"",""selection_policy"":""confirmed_unavailable""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-106-persistence-clean,v3_charger7_relay,OPS-106,ocpp,clean,test,persistence,11,Operations notice OPS-106. The same event remains active. Field reports persist but delayed telemetry still disagrees. EVSE-07 unavailability probability 0.75-1. Confidence 0.60. Field information and initial telemetry conflict where stated. No selected value changed; keep the current plan and wait.,"{""event_id"":""OPS-106"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""charger_unavailability_probability"",""asset_id"":7,""lower_bound"":0.75,""upper_bound"":1.0,""selected_value"":1.0,""unit"":""probability"",""selection_policy"":""confirmed_unavailable""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
