notice_id,scenario_id,event_id,source_type,wording_variant,report_timestep,text,canonical
COM-01-onset-operational,combined_bus3_charger3,COM-01,combined,operational,10,"Joint ticket COM-01: unit 3 is on a diversion (+30 min, 1.12x traction use); EVSE-03 is locked out under the same incident.","{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-persistence-explicit,combined_bus3_charger3,COM-01,combined,explicit,11,"The condition continues unchanged. Bus 3 is delayed 30 minutes with energy consumption up 12 percent, while charger 3 is faulted and unavailable.","{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-persistence-indirect,combined_bus3_charger3,COM-01,combined,indirect,11,The condition continues unchanged. A detour affects bus 3 (about 30 extra minutes and 12% more energy); charger 3 is also out of service.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-persistence-operational,combined_bus3_charger3,COM-01,combined,operational,11,COM-01 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-severity_change-explicit,combined_bus3_charger3,COM-01,combined,explicit,12,The condition has worsened and requires re-evaluation. Bus 3 is now delayed 42 minutes. Bus 3 energy consumption now increases 18 percent. Charger 3 is now fully unavailable.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":42},""energy_multiplier_by_bus"":{""3"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-severity_change-indirect,combined_bus3_charger3,COM-01,combined,indirect,12,The condition has worsened and requires re-evaluation. Bus 3 is now delayed 42 minutes. Bus 3 energy consumption now increases 18 percent. Charger 3 is now fully unavailable.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":42},""energy_multiplier_by_bus"":{""3"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-severity_change-operational,combined_bus3_charger3,COM-01,combined,operational,12,COM-01 dispatch correction: replace the earlier timing allowance with 42 min; use 1.18x traction energy for that block; the same charging unit is now confirmed fully unavailable. Earlier values are superseded.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":42},""energy_multiplier_by_bus"":{""3"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-recovery-explicit,combined_bus3_charger3,COM-01,combined,explicit,14,Normal service is restored for buses 3 and chargers 3.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-recovery-indirect,combined_bus3_charger3,COM-01,combined,indirect,14,Normal service is restored for buses 3 and chargers 3.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-recovery-operational,combined_bus3_charger3,COM-01,combined,operational,14,"COM-01 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-stable-explicit,combined_bus3_charger3,COM-01,combined,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-stable-indirect,combined_bus3_charger3,COM-01,combined,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-stable-operational,combined_bus3_charger3,COM-01,combined,operational,15,COM-01 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""3"":0},""energy_multiplier_by_bus"":{""3"":1.0},""charger_power_kw"":{""3"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-02-onset-explicit,combined_bus8_charger8,COM-02,combined,explicit,10,Bus 8 is delayed 20 minutes and charger 8 is derated to 50 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-onset-indirect,combined_bus8_charger8,COM-02,combined,indirect,10,Allow roughly 20 extra minutes for bus 8; thermal limits cap charger 8 at 50 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-onset-operational,combined_bus8_charger8,COM-02,combined,operational,10,Joint ticket COM-02: carry +20 min for unit 8. Thermal protection limits EVSE-08 to 50 kW until field release.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-persistence-explicit,combined_bus8_charger8,COM-02,combined,explicit,11,The condition continues unchanged. Bus 8 is delayed 20 minutes and charger 8 is derated to 50 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-persistence-indirect,combined_bus8_charger8,COM-02,combined,indirect,11,The condition continues unchanged. Allow roughly 20 extra minutes for bus 8; thermal limits cap charger 8 at 50 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-persistence-operational,combined_bus8_charger8,COM-02,combined,operational,11,COM-02 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""persistence"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":20},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":50.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-severity_change-explicit,combined_bus8_charger8,COM-02,combined,explicit,12,The condition has worsened and requires re-evaluation. Bus 8 is now delayed 28 minutes. Charger 8 is now derated to 25 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":28},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":25.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-severity_change-indirect,combined_bus8_charger8,COM-02,combined,indirect,12,The condition has worsened and requires re-evaluation. Bus 8 is now delayed 28 minutes. Charger 8 is now derated to 25 kW.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":28},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":25.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-severity_change-operational,combined_bus8_charger8,COM-02,combined,operational,12,COM-02 dispatch correction: replace the earlier timing allowance with 28 min; lower the same connector ceiling to 25 kW. Earlier values are superseded.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""severity_change"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":28},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":25.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-recovery-explicit,combined_bus8_charger8,COM-02,combined,explicit,14,Normal service is restored for buses 8 and chargers 8.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-recovery-indirect,combined_bus8_charger8,COM-02,combined,indirect,14,Normal service is restored for buses 8 and chargers 8.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-recovery-operational,combined_bus8_charger8,COM-02,combined,operational,14,"COM-02 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""recovery"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-stable-explicit,combined_bus8_charger8,COM-02,combined,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-stable-indirect,combined_bus8_charger8,COM-02,combined,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
COM-02-stable-operational,combined_bus8_charger8,COM-02,combined,operational,15,COM-02 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""COM-02"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""stable"",""affected_buses"":[8],""affected_chargers"":[8],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""8"":0},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""8"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""combined_bus8_charger8""]}"
